,날짜,언론사,기사제목,링크
0, 2021.12.27 11:29,한국경제,"삼성전자, 홍라희 블록딜 나올까…상속세 우려에 주가 '눈치보기'",https://finance.naver.com/item/news_read.naver?article_id=0004645361&office_id=015&code=005930&page=80&sm=
1, 2021.12.27 11:27,헤럴드경제,시안 봉쇄...불확실성 커진 삼성 반도체,https://finance.naver.com/item/news_read.naver?article_id=0001929686&office_id=016&code=005930&page=80&sm=
2, 2021.12.27 10:13,헤럴드경제,반도체공장 있는 시안 봉쇄로 삼성에 닥칠 ‘3가지 악재’ [비즈360...,https://finance.naver.com/item/news_read.naver?article_id=0001929520&office_id=016&code=005930&page=80&sm=
3, 2021.12.27 11:15,파이낸셜뉴스,"[특징주] 퍼스텍, 삼성과 로봇 국책과제 참여...대기업 주도 로봇 시...",https://finance.naver.com/item/news_read.naver?article_id=0004762371&office_id=014&code=005930&page=80&sm=
4, 2021.12.27 11:11,비즈니스워치,[아듀! 2021 증시]2200조 돌파한 코스피…여전한 '삼전공화국',https://finance.naver.com/item/news_read.naver?article_id=0000005496&office_id=648&code=005930&page=80&sm=
5, 2021.12.27 10:56,머니투데이,"반도체 강세에 ""급할 것 없다""…홍라희 삼성전자 블록딜, 1월에?",https://finance.naver.com/item/news_read.naver?article_id=0004688354&office_id=008&code=005930&page=80&sm=
6, 2021.12.27 10:27,파이낸셜뉴스,"[특징주] 코맥스, 삼성전자 부산에 3만세대 '스마트홈' 구축↑.. 협...",https://finance.naver.com/item/news_read.naver?article_id=0004762314&office_id=014&code=005930&page=80&sm=
7, 2021.12.27 09:51,파이낸셜뉴스,"[특징주]에브리봇, 삼성이 찜한 로봇회사…자율주행 서비스 라이다센서 핵...",https://finance.naver.com/item/news_read.naver?article_id=0004762259&office_id=014&code=005930&page=80&sm=
8, 2021.12.27 09:44,이코노미스트,[개장시황] 삼성전자·SK하이닉스 하락 출발…LG화학 1.29%↑,https://finance.naver.com/item/news_read.naver?article_id=0000020504&office_id=243&code=005930&page=80&sm=
9, 2021.12.27 09:41,한국경제,"이젠 '전자집' 시대…삼성, 스마트시티에 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0004645302&office_id=015&code=005930&page=80&sm=
10, 2021.12.27 09:00,파이낸셜뉴스,"삼성전자, 부산 에코델타시티에 미래형 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0004762204&office_id=014&code=005930&page=80&sm=
11, 2021.12.27 08:26,이데일리,"삼성전자, 부산 에코델타시티에 가전 15종 공급…""미래형 스마트홈 구...",https://finance.naver.com/item/news_read.naver?article_id=0005114174&office_id=018&code=005930&page=80&sm=
12, 2021.12.27 07:59,서울경제,"삼성전자, 부산 강서 스마트빌리지에 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0004001030&office_id=011&code=005930&page=80&sm=
13, 2021.12.27 09:25,아시아경제,삼성·LG·현대차·SK 등 종무식 없는 조용한 연말…시무식은 온라인으로,https://finance.naver.com/item/news_read.naver?article_id=0005021328&office_id=277&code=005930&page=80&sm=
