,날짜,언론사,기사제목,링크
0, 2021.12.27 09:25,아시아경제,삼성·LG·현대차·SK 등 종무식 없는 조용한 연말…시무식은 온라인으로,https://finance.naver.com/item/news_read.naver?article_id=0005021328&office_id=277&code=005930&page=81&sm=
1, 2021.12.27 09:19,이코노미스트,"산타랠리에 '8만전자' 회복한 삼성전자, 장 초반 약보합",https://finance.naver.com/item/news_read.naver?article_id=0000020502&office_id=243&code=005930&page=81&sm=
2, 2021.12.27 09:00,파이낸셜뉴스,"삼성전자, 부산 에코델타시티에 미래형 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0004762204&office_id=014&code=005930&page=81&sm=
3, 2021.12.27 08:26,이데일리,"삼성전자, 부산 에코델타시티에 가전 15종 공급…""미래형 스마트홈 구...",https://finance.naver.com/item/news_read.naver?article_id=0005114174&office_id=018&code=005930&page=81&sm=
4, 2021.12.27 07:59,서울경제,"삼성전자, 부산 강서 스마트빌리지에 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0004001030&office_id=011&code=005930&page=81&sm=
5, 2021.12.27 06:57,헤럴드경제,MZ세대의 엇갈린 선택…‘M은 삼성전자’·‘Z는 아이폰’ 선호,https://finance.naver.com/item/news_read.naver?article_id=0001929381&office_id=016&code=005930&page=81&sm=
6, 2021.12.27 06:02,헤럴드경제,"“여기 부산 집들은 앱으로 관리” 삼성, 로봇 기술 도입한 ‘스마트홈’...",https://finance.naver.com/item/news_read.naver?article_id=0001929370&office_id=016&code=005930&page=81&sm=
7, 2021.12.27 06:00,아시아경제,"삼성전자, 스마트시티 국가 시범도시에 스마트홈 구축",https://finance.naver.com/item/news_read.naver?article_id=0005021227&office_id=277&code=005930&page=81&sm=
8, 2021.12.27 06:00,머니투데이,"삼성전자, 국가시범도시에 스마트홈 구축…스마트가전 15종 공급",https://finance.naver.com/item/news_read.naver?article_id=0004688204&office_id=008&code=005930&page=81&sm=
9, 2021.12.27 06:01,이코노미스트,"'반도체 대장주' 삼성전자·SK하이닉스, 이번주도 강세 이어지나",https://finance.naver.com/item/news_read.naver?article_id=0000020492&office_id=243&code=005930&page=81&sm=
10, 2021.12.27 04:03,매일경제,"삼성전자, '코로나 극복' 선별진료차 달리고…협력사에 2200억 대출",https://finance.naver.com/item/news_read.naver?article_id=0004899599&office_id=009&code=005930&page=81&sm=
11, 2021.12.27 04:03,매일경제,"""협력사 경쟁력이 삼성의 힘""…특허 2만7000건 무상 개방",https://finance.naver.com/item/news_read.naver?article_id=0004899608&office_id=009&code=005930&page=81&sm=
12, 2021.12.26 18:22,파이낸셜뉴스,삼성전자 20년 연속 낸드점유율 '세계 1위',https://finance.naver.com/item/news_read.naver?article_id=0004762094&office_id=014&code=005930&page=81&sm=
13, 2021.12.26 18:06,파이낸셜뉴스,"두번 접는 병풍폰, 돌돌 마는 상소문폰… 삼성 '폼팩터 초격차' 더 벌...",https://finance.naver.com/item/news_read.naver?article_id=0004762078&office_id=014&code=005930&page=81&sm=
14, 2021.12.26 15:08,파이낸셜뉴스,"""폴더블 묻고 더블로 가""…삼성, 자유자재 폼팩터로 독주 채비",https://finance.naver.com/item/news_read.naver?article_id=0004761980&office_id=014&code=005930&page=81&sm=
15, 2021.12.26 08:34,서울경제,"'갤폴드' 모방한 中 보란듯···삼성, 또 신기술 내놨다",https://finance.naver.com/item/news_read.naver?article_id=0004000807&office_id=011&code=005930&page=81&sm=
