,날짜,언론사,기사제목,링크
0, 2022.01.13 18:15,파이낸셜뉴스,"삼성, 인간 뇌 닮은 ‘인-메모리 컴퓨팅’ 세계 최초로 구현",https://finance.naver.com/item/news_read.naver?article_id=0004772018&office_id=014&code=005930&page=7&sm=
1, 2022.01.13 13:26,이코노미스트,"삼성전자, 또 '세계최초'...인간 뇌 닮은 인-메모리 컴퓨팅 개발",https://finance.naver.com/item/news_read.naver?article_id=0000021389&office_id=243&code=005930&page=7&sm=
2, 2022.01.13 12:38,아시아경제,"삼성 연구진, 두뇌 닮은 최첨단 칩 기술 개발…네이처 게재(종합)",https://finance.naver.com/item/news_read.naver?article_id=0005030091&office_id=277&code=005930&page=7&sm=
3, 2022.01.13 10:05,이데일리,"'뇌 닮은 반도체' 기술 지평 넓혔다…삼성, 세계 첫 'MRAM' 기...",https://finance.naver.com/item/news_read.naver?article_id=0005126089&office_id=018&code=005930&page=7&sm=
4, 2022.01.13 09:31,헤럴드경제,“피튀기는 AI 반도체 선점 전쟁”…삼성이 세계 최초 구현한 ‘이것’...,https://finance.naver.com/item/news_read.naver?article_id=0001936961&office_id=016&code=005930&page=7&sm=
5, 2022.01.13 08:28,아시아경제,"삼성 연구진, 두뇌 닮은 최첨단 칩 기술 세계 최초 구현…네이처 게재",https://finance.naver.com/item/news_read.naver?article_id=0005029808&office_id=277&code=005930&page=7&sm=
6, 2022.01.13 07:44,서울경제,"삼성전자, 또 일냈다···인간 뇌 닮은 '인-메모리 컴퓨팅' 세계 첫...",https://finance.naver.com/item/news_read.naver?article_id=0004007466&office_id=011&code=005930&page=7&sm=
7, 2022.01.13 18:15,파이낸셜뉴스,"삼성전자, 반도체 부문 추가 성과급 지급 검토",https://finance.naver.com/item/news_read.naver?article_id=0004772017&office_id=014&code=005930&page=7&sm=
8, 2022.01.13 08:54,파이낸셜뉴스,[김경민의 적시타]삼성 반도체 추가 성과급 고민,https://finance.naver.com/item/news_read.naver?article_id=0004771396&office_id=014&code=005930&page=7&sm=
9, 2022.01.13 18:12,파이낸셜뉴스,"삼성 TV, 시청 안정성·색상 정확도 글로벌 인증",https://finance.naver.com/item/news_read.naver?article_id=0004772003&office_id=014&code=005930&page=7&sm=
10, 2022.01.13 14:47,머니투데이,"삼성 라이프스타일TV 신제품, '시청 안정성' 글로벌 인증",https://finance.naver.com/item/news_read.naver?article_id=0004695835&office_id=008&code=005930&page=7&sm=
11, 2022.01.13 13:39,파이낸셜뉴스,"삼성 TV, 시청 안전성·색상 정확도 글로벌 인증",https://finance.naver.com/item/news_read.naver?article_id=0004771716&office_id=014&code=005930&page=7&sm=
12, 2022.01.13 13:21,헤럴드경제,삼성 라이프스타일TV ‘시청 안정성’ 인증,https://finance.naver.com/item/news_read.naver?article_id=0001937275&office_id=016&code=005930&page=7&sm=
13, 2022.01.13 09:56,헤럴드경제,"삼성전자 라이프스타일TV 신제품, ‘시청 안정성’ 인증 받아",https://finance.naver.com/item/news_read.naver?article_id=0001936997&office_id=016&code=005930&page=7&sm=
14, 2022.01.13 08:43,아시아경제,"2022년형 삼성TV, 글로벌 인증기관서 우수성 인정",https://finance.naver.com/item/news_read.naver?article_id=0005029818&office_id=277&code=005930&page=7&sm=
15, 2022.01.13 17:54,헤럴드경제,오스템임플란트도 주식매매…삼전·네이버 등 대량 매수,https://finance.naver.com/item/news_read.naver?article_id=0001937402&office_id=016&code=005930&page=7&sm=
16, 2022.01.13 17:50,서울경제,"삼성전자, 뇌 닮은 M램 기반 '인 메모리 컴퓨팅' 세계 첫 구현",https://finance.naver.com/item/news_read.naver?article_id=0004007884&office_id=011&code=005930&page=7&sm=
17, 2022.01.13 10:42,매일경제,네이처지 실린 삼성전자 신기술 보니,https://finance.naver.com/item/news_read.naver?article_id=0004908352&office_id=009&code=005930&page=7&sm=
18, 2022.01.13 09:09,매일경제,"""불가능하다고 여겼는데, 삼성이 또 해냈다""…네이처에 실린 차세대 컴...",https://finance.naver.com/item/news_read.naver?article_id=0004908300&office_id=009&code=005930&page=7&sm=
19, 2022.01.13 17:31,매일경제,"메모리서 저장·연산 동시에…삼성, AI반도체'성큼'",https://finance.naver.com/item/news_read.naver?article_id=0004908698&office_id=009&code=005930&page=7&sm=
20, 2022.01.13 17:11,한국경제,'CPU 없는 컴퓨터' 준비하는 삼성전자,https://finance.naver.com/item/news_read.naver?article_id=0004652567&office_id=015&code=005930&page=7&sm=
